,name,host_id,host_name,property_type,room_type,bedrooms,beds,bathrooms,bathrooms_text,accommodates,description,price,neighbourhood_cleansed,latitude,longitude,number_of_reviews,last_review,minimum_nights,availability_365,review_scores_rating
72,Hostal República,484293156,Monica,Private room in guesthouse,Private room,1.0,2.0,1.0,1 private bath,2,"Enjoy the simplicity of this quiet and central accommodation close to Movistar Arena, Parque O'Higgins, and downtown Santiago. We have laundry service and breakfast, fully private rooms with wifi, 6 bathrooms shared among guests, all with hot water.","$31,953.00",Santiago,-33.44810447824098,-70.66518757357629,0,,1.0,365,
73,Habitación para 4 con baño privado,1706950143647465663,Natalia,Shared room in bed and breakfast,Shared room,,1.0,1.0,1 shared bath,4,Enjoy easy access to popular shops and restaurants from this charming place to stay.,"$41,082.00",Providencia,-33.433134335527754,-70.61822395260599,0,,1.0,365,
74,Deco El Golf,28013464,Erich,Entire rental unit,Entire home/apt,4.0,4.0,3.0,3 baths,6,"In the heart of ""Sanhattan"" an apartment that focuses on meeting the goal of having your group in one place and being able to share special moments throughout your stay.","$360,612.00",Las Condes,-33.4145807,-70.60208709999999,0,,5.0,362,
75,VISTA AL ESTERO (2) LA PARVA FARELLONES COLORADO,259018476,Centro De Ski La Parva,Entire rental unit,Entire home/apt,2.0,4.0,2.0,2 baths,5,"Comfortable apartment located in the Vista al Estero building in the La Parva ski resort. It has:<br />- Concierge<br />- Sheets, towels, and toiletries.<br />-WiFi<br />- TV<br />-Parking area<br />- Ski Hall<br /><br />Close to the Manzanito or Parva Chica track, it offers an excellent view of the city of Santiago.","$435,549.33",Lo Barnechea,-33.33793992831689,-70.29065856255593,7,2025-09-09,3.0,37,5.0
76,"Ebro 2799, Las Condes, Piso 8",443253762,Maximiliano Andrés,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,4,"Luxury and a premium location! Newly renovated apartment, full of natural light thanks to its huge windows. Enjoy its boutique design, double bedroom, cozy living room and separate kitchen. Steps away from the MUT, Tobalaba Metro, and the best cuisine. Walk to the Costanera Center. Are you going to the mountains? Transfers to the snow and car rental right in front; Parque Arauco minutes away. The perfect and elegant retreat for your adventure in Santiago.","$79,882.00",Las Condes,-33.41534,-70.60214,0,,1.0,364,
77,"Increible departamento, calidad al mejor precio!",328922052,Clemente,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,,"$75,336.00",Las Condes,-33.419644237317016,-70.59746814921783,156,2026-06-14,2.0,305,4.85
78,Departamento Nuevo 1D1B / Metro Irarrazabal,543592848,Max,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,3,"Experience Santiago like a local in this modern 38 m² studio in Ñuñoa, steps from the Irarrázaval Metro, Bustamante Park, Barrio Italia and Providencia. Enjoy hotel style with lounge pool, gym, coworking, cinema and open terraces. Inside: hotel bedding and towels, equipped kitchen, coffee beans and complimentary travel kit, plus a selection of vinyl records and Chilean literature.","$52,664.50",Ñuñoa,-33.45292,-70.62951,0,,2.0,353,
79,"TURISMO BELLAVISTA, Best View 3",1463563,Arnaldo,Entire rental unit,Entire home/apt,2.0,4.0,2.0,2 baths,4,"A very cozy apartment, latest generation king size bed, two single beds, thermo panel windows, air conditioning, glass ceramic countertop, comfortable leather armchair, two bathrooms, one en suite, fully equipped. In general the apartment is very clean and well equipped, passengers will feel at home","$80,499.50",Recoleta,-33.43218,-70.6361,90,2026-03-15,2.0,165,4.44
80,Habitación en casa con piscina,477591280,Gisela Andrea,Private room in home,Private room,2.0,2.0,2.0,2 baths,2,Forget your worries in this spacious and serene space.,"$41,082.50",Ñuñoa,-33.44685,-70.60912,0,,2.0,175,
81,"Nextstay, piso alto, vista, estacionamiento",747951505,NextStay,Entire rental unit,Entire home/apt,2.0,2.0,1.0,1 bath,5,"Apartment in Providencia, 13th floor, with an unobstructed panoramic view of Cerro San Cristóbal and Parque Metropolitano. One block from the Pedro de Valdivia metro and close to the Costanera Center. Ideal for families, health or work: close to FALP, Hospital Salvador, Clínica Indisa and Santa María. 2 bedrooms with a queen bed + 2-seater sofa bed. Includes A/C, Wi-Fi, equipped kitchen, sheets, towels, amenities, welcome kit, self check-in, parking, gym, seasonal pool and laundry via app.","$96,201.00",Providencia,-33.42436742327175,-70.61713507470381,0,,1.0,350,
82,Vive Santiago como un local (Lgbt+),484257436,Juan Pablo,Private room in serviced apartment,Private room,1.0,1.0,1.0,1 private bath,1,,,Providencia,-33.44058,-70.62341,0,,3.0,88,
83,Private bedroom in providencia (ONLY FEMALES)  A,1333892,Iyad,Private room in rental unit,Private room,,1.0,1.0,1 shared bath,2,"I am uploading this listing for my mother. She has a large apartment in the residential area of providencia. As she lives alone she is only comfortable hosting female guests.<br />Also, she lives with her pet, a small maltese, really quite.","$52,560.00",Providencia,-33.42309,-70.5978,10,2022-09-25,1.0,179,5.0
84,Moderno y Amplio Depto. para 6 Personas,526403336,Bruno,Entire rental unit,Entire home/apt,2.0,4.0,1.0,1 bath,6,Take the whole family to this fantastic place with many areas to have fun.,"$40,119.00",Santiago,-33.451112670665196,-70.643760274433,0,,1.0,338,
85,"Rent a room 25 th flour, bituful weev, in center",516057341,Deniz,Private room in rental unit,Private room,1.0,,,1 shared bath,2,Enjoy a stylish experience at this centrally-located home.,,Santiago,-33.44899,-70.63483,0,,1.0,0,
86,Amplia habitación para 3 con baño privado,1706950143647465663,Natalia,Shared room in bed and breakfast,Shared room,,1.0,1.0,1 shared bath,2,Enjoy easy access to popular shops and restaurants from this charming place to stay.,"$34,692.00",Providencia,-33.43353515601838,-70.61617925076764,0,,1.0,365,
87,Depto. Full Equipado con Terraza Privada para 5,526403336,Bruno,Entire rental unit,Entire home/apt,2.0,3.0,1.0,1 bath,5,Create unforgettable memories in this unique and family home.,"$38,296.00",Santiago,-33.4505439,-70.6430575,0,,1.0,338,
88,Nice view & best location Providencia/Opt Parking,102978723,Paola,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,3,"This is a beautiful apartment, with an incredible view of Providencia Metropolitan Park, very comfortable. It has all the necessary equipment for cooking. <br /><br />Located one block from the Pedro and Valdivia metro and 5 blocks from the Mall Costanera Center.<br />Building has concierge and 24 hour security and an incredible panoramic swimming pool.<br />Under the building restaurants and shops plus a Starbucks.","$77,828.20",Providencia,-33.4252,-70.61549,282,2026-06-09,5.0,326,4.91
89,"Confortable habitación central, cerca de Transfer",757068002,Carlos Javier,Private room in home,Private room,1.0,1.0,1.0,1 private bath,2,Enjoy the simplicity of this quiet and central accommodation. A step away from the airport transfer.,"$17,428.00",Santiago,-33.44862753870878,-70.66527475449219,4,2026-06-29,1.0,353,4.0
90,Estiloso estudio de un ambiente super equipado,36460340,Miriam,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Beautiful studio apartment in the heart of the bohemian neighborhood of Bellavista, close to everything but with the tranquility of a neighborhood space","$57,906.00",Providencia,-33.43185,-70.63575,6,2022-10-14,2.0,270,3.67
91,Hermosa Vista a Cordillera y Costanera Metro L1,291342214,Abraham,Entire serviced apartment,Entire home/apt,1.0,3.0,1.0,1 bath,3,"Elegant apartment located in the heart of Providencia. <br /><br />With a stunning view of the Andes Mountains and the iconic Cerro San Cristóbal. Located just steps from Los Leones metro station (Line 1), Tobalaba MUT urban market and Costanera Center, the largest shopping center in Chile. Surrounded by a wide range of restaurants and bars.<br /><br />Ideal for both short and long stays, we offer you a perfect retreat to explore Santiago or to relax after a busy day.","$85,086.00",Providencia,-33.4227451,-70.60993880000001,154,2026-06-30,1.0,62,4.97
92,National Stadium Piso Alto XXVlll,313816474,Andres,Entire rental unit,Entire home/apt,,1.0,1.0,1 bath,2,,"$43,800.00",Ñuñoa,-33.45492,-70.60962,243,2026-06-15,1.0,351,4.66
93,Acogedora Habitación en el Centro de Santiago,333122549,Javier,Private room in bed and breakfast,Private room,,3.0,1.0,1 private bath,4,"Cozy double room (with an extra cabin, in case there are more people) with private bathroom in the center of Santiago half a block from the Cumming metro (L5), in front of a Santa Isabel supermarket and close to different points of interest such as museums, parks, bars, restaurants, etc.","$57,906.00",Santiago,-33.4397472,-70.6683594,5,2025-03-22,1.0,365,4.4
94,Habitaciones cerca del metro Republica,757068002,Carlos Javier,Private room in home,Private room,8.0,15.0,7.0,7 baths,1,Enjoy the simplicity of this quiet and central accommodation.,"$18,259.00",Santiago,-33.44937,-70.66716,0,,1.0,361,
95,Estupendo y bien ubicado departamento Providencia,312881614,Christian,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,3,"Located in a building in the heart of Santiago, you will have immediate access to cafes, restaurants, parks and transportation. The apartment is fully equipped: full kitchen, hotel bed, air conditioning, high-speed Wi-Fi and details that enhance your stay, from warm lighting to selected amenities.","$69,512.00",Providencia,-33.42262490719935,-70.6098014646321,0,,2.0,311,
96,Departamento en Santiago Centro,490607098,David,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,Hello! My name is David<br />I invite you to this cozy apartment where you can feel comfortable and calm.,"$35,947.00",Santiago,-33.4516,-70.63863,7,2026-05-01,1.0,336,5.0
97,Depto. para 2 personas. Metro Irarrázaval,678830772,Nicolle Fernanda,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,4,"Enjoy this quiet accommodation, a modern space in the city center. Just a couple of blocks away, you'll find a supermarket, a grocery store, a pharmacy, the subway, public transportation, and places selling prepared food.","$46,253.00",Ñuñoa,-33.45312,-70.62992,2,2026-05-09,1.0,362,5.0
98,Acogedor departamento,231932005,Christian,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Enjoy the simplicity, warmth and tranquility of this central apartment, ideal for guests who come to the city for business, paperwork or simply tourism.  Located in one of the city's most strategic sectors, given its proximity to a wide variety of points of interest, such as restaurants, shopping malls, cultural centers, parks, clinics, hospitals, universities, etc. The building has a rooftop with beautiful views of the city, there is a barbecue for your roast.","$28,529.50",Santiago,-33.45317261012835,-70.63127249479294,39,2026-05-16,2.0,17,4.72
99,"Hitación 2 pp, cerca metro, ues y transfers aerop.",757068002,Carlos Javier,Private room in home,Private room,1.0,2.0,1.0,1 private bath,2,"Enjoy the proximity of this quiet, centrally located place to stay, with the metro, universities, and airport transfers nearby.","$23,307.00",Santiago,-33.45005,-70.66529,0,,1.0,365,
100,"Departamento familiar disponible, para 5 personas",471019205,Natalia,Entire rental unit,Entire home/apt,2.0,4.0,2.0,2 baths,4,"Nice apartment with air conditioning, located on Av. Vicuña Mackenna, just steps from the Irarrázaval metro station, opposite Bustamante Park. It has two bedrooms, two bathrooms, a fully equipped kitchen, a living/dining room, and a fully equipped terrace.<br />The building has a co-working space, laundry, swimming pool, gym, lounges, game room, and more.<br />The area has supermarkets, restaurants, pharmacies and very easy travel connections.<br />24/7 concierge and easy communication. Minimum 2 nights","$63,240.00",Ñuñoa,-33.45364642271171,-70.63007756931154,8,2026-06-08,2.0,339,4.75
101,HT | Espectacular departamento con AC,384286074,Home Travellers,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,3,"✨ Cozy apartment in Santiago Centro, ideal for up to 3 guests.<br /><br />Located in a lively neighborhood steeped in tradition, steps away from green spaces, and with excellent transport links to the city's main historical and cultural attractions.<br /><br />Perfect for solo travelers, couples, or small groups looking for functionality, comfort, and a central location for their stay in the capital✨","$63,757.00",Santiago,-33.45342040000001,-70.6534262,19,2026-06-01,1.0,356,4.89
102,Bello departamento con estacionamiento,693217972,Passing Home,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,3,"Apartment with 1 bedroom and 1 bathroom with parking, perfect for couples, business travelers or up to 3 people thanks to its practical sofa bed.<br /><br /> Smart TV and high speed WiFi<br />Towels provided<br /> <br />Functional and well-equipped spaces<br /><br />You'll also have access to great common areas:<br /><br /><br />Quinchos<br />Gym<br /> Laundry<br /><br />Ideal for relaxing, working or enjoying the city in total comfort. Book and make yourselves at home!","$105,868.00",Santiago,-33.4589277,-70.6300042,2,2026-05-09,1.0,361,5.0
103,Vive la Comodidad del Centro,49579615,⁨Clau.⁩,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Modern one-bedroom apartment, ideal for business or leisure trips. It features a bathroom, living-dining room, fully equipped kitchen, and laundry facilities. Located in downtown Santiago, just 3 blocks from Parque Almagro metro station, close to supermarkets and shops. Steps from Teatro Caupolicán and a few metro stops from Movistar Arena. Comfort, style, and great connectivity for your stay.","$46,325.00",Santiago,-33.45342040000001,-70.6534262,6,2026-01-11,1.0,364,4.67
104,Hostal República,484293156,Monica,Private room in guesthouse,Private room,1.0,2.0,1.0,1 private bath,2,"Enjoy the simplicity of this quiet and central accommodation close to Movistar Arena, Parque O'Higgins, and downtown Santiago. We have laundry service and breakfast, fully private rooms with wifi, 6 bathrooms shared among guests, all with hot water.","$31,953.00",Santiago,-33.44843,-70.66654,0,,1.0,365,
